county_fips,lat,lng
9009.0,41.3266911,-72.8042797
9011.0,41.5185189,-72.0468164
9013.0,41.8418987,-72.3784679
9001.0,41.2559654,-73.3708696
9003.0,41.7924343,-72.8042797
9007.0,40.4111363,-74.3587473
9015.0,40.4111363,-74.3587473
9005.0,41.7866294,-73.2765361
